date,page,posted by,message,shares,likes,number of comments,pic,url,type,
"2015-11-05T03:03:52+0000","nztaakl","Lisa Pratt","Ricardo Croney 😕","0","0","0","","http://www.facebook.com/210306092376737/posts/942585619148777","comment",
"2015-11-05T03:17:38+0000","nztaakl","Stephanie Ruka","Lewis Matchett","0","0","0","","http://www.facebook.com/210306092376737/posts/942585619148777","comment",
"2015-11-05T03:31:04+0000","nztaakl","Jah Maine","Nicole Henry","0","0","0","","http://www.facebook.com/210306092376737/posts/942585619148777","comment",
"2015-11-05T03:31:16+0000","nztaakl","NZ Transport Agency - Auckland & Northland","UPDATE: This crash has now been cleared, however traffic is expected to remain heavy during the peak this evening. ^WS","0","0","0","","http://www.facebook.com/210306092376737/posts/942585619148777","comment",
"2015-11-05T03:33:34+0000","nztaakl","Daniel Alexander","Great","0","0","0","","http://www.facebook.com/210306092376737/posts/942585619148777","comment",
"2015-11-05T04:00:16+0000","nztaakl","Steveé Wickliffe","Any chance of creating an free app for this page liken to the website?","0","0","0","","http://www.facebook.com/210306092376737/posts/942585619148777","comment",
"2015-11-05T00:16:04+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Motorists in Northland should allow extra time for their journey as road surface improvements get underway this month on SH1 through Kaiwaka, SH1 Hikurangi and SH14 south west of Maungatapere.

The first works begin next Monday (9 November) and will involve some single lane closures (traffic management will be in place to minimise delays) while other repairs will be carried out at night to minimise disruption to traffic. 

SH1 Kaiwaka - From 9 November until 13 November
SH1 Hikurangi Bypass - From 16 November until mid-December
SH14 Maungatapere, Charles Walton Road to Snooks Road - From 16 November until 11 December

These works are an important part of maintaining the reliability and safety of Northland's highways for all road users. We thank you for being patient while we carry out this work. 

Please visit www.highwayinfo.govt.nz for current travel events in the Northland area here: http://ow.ly/U9If2   ^TP","7","4","2","https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xta1/v/t1.0-0/s130x130/12191560_942532762487396_5552892983200884878_n.jpg?oh=fc7e879d146063a4868c2cc2ce5dda4a&oe=56E71F12&__gda__=1459054951_0d961af8318aae3b5bc0dd75ac518808","http://www.facebook.com/210306092376737/posts/942532762487396","post",
"2015-11-05T08:28:15+0000","nztaakl","Victoria Michael","Henry Dawson","0","0","0","","http://www.facebook.com/210306092376737/posts/942532762487396","comment",
"2015-11-05T20:49:47+0000","nztaakl","Pedro Rochēē","The roads up hear are death traps for motorcyclist the amount of bits with only tar and no chip borders on stupidity, the amount of close calls I have had over the winter is insane due to the sub standard state of our rds, I pay a high rego and trucks pay so much rd user charges there really is no excuse for the roads to be in the state there in,","0","0","0","","http://www.facebook.com/210306092376737/posts/942532762487396","comment",
"2015-11-04T02:05:40+0000","nztaakl","NZ Transport Agency - Auckland & Northland","A serious crash has CLOSED State Highway 1, south of Whangarei. A detour is in place via local roads. 

Motorists are advised to expect delays in the area and take extra care.

More info on our website: http://ow.ly/UdrCf","65","17","21","https://fbcdn-photos-a-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/s130x130/12193697_942103862530286_6641577053982218262_n.jpg?oh=50a78ba3b45060961be49f1f1a2f4224&oe=56DE7817&__gda__=1457939397_4239a56094b7c4beff207f67e9d30968","http://www.facebook.com/210306092376737/posts/942103862530286","post",
"2015-11-04T02:16:01+0000","nztaakl","Glenn Bryan Davey","Suzanne Marshall for you to let others know","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:19:11+0000","nztaakl","Jolene Mckewen","Meaghan Cook","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:31:44+0000","nztaakl","Marie Taylor","Annelise Watene","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:32:09+0000","nztaakl","Tim Yates","Teri Maunsell another one!!","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:32:33+0000","nztaakl","Marie Taylor","Alicia King","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:36:15+0000","nztaakl","Bryan Herbert","What's happenef","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:42:26+0000","nztaakl","Adele Brough","Shane Cooper incase still in place when you head home","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:44:03+0000","nztaakl","Matt Yovich","Beka keep ya eyes open will be lots of traffic","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:44:34+0000","nztaakl","Neil Walker Ngwaka","Renee Lines","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:48:02+0000","nztaakl","Renee Lines","Andrea Stewart","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:48:10+0000","nztaakl","Sandy Tucker","Winter Birdie  x","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:51:42+0000","nztaakl","Matthew Alexander","Chris Mckenzie fun for you tonight.","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T02:53:04+0000","nztaakl","Bid Gee","Jesse L Terry","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T03:01:21+0000","nztaakl","Jenny McIntosh","Craig McIntosh 😔","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T03:05:13+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Update: The road is now OPEN for southbound traffic. Northbound traffic is still using detour. ^Lucy","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T03:20:10+0000","nztaakl","Jan Flett","Linda Radford","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T03:35:02+0000","nztaakl","Candice-Hep Matthews","Casey KaeanKace Susan Tetai is Aunty and uncle still coming up 2night? Just in case they are","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T03:58:29+0000","nztaakl","Jenna Adams","Clare HughesMichael Shelford Jade Tuhiwai don't get stuck ladies!!! Be safe 😎","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T04:34:42+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Update: The crash is all clear. All lanes are OPEN. There may be some delays as traffic eases. ^Lucy","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T05:33:00+0000","nztaakl","Kerry Bowman","Aiden Bowman","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-04T23:54:39+0000","nztaakl","Taylor Emsden","Ben Andrews good thing I didn't leave at 5 after all!","0","0","0","","http://www.facebook.com/210306092376737/posts/942103862530286","comment",
"2015-11-03T22:14:41+0000","nztaakl","NZ Transport Agency - Auckland & Northland","A Truck crash on the Southern Motorway at the Takanini Straights is causing delays for citybound traffic.

The left lane is blocked and congestion is heavy due to motorists rubbernecking, the queue is currently back to Papakura, and taking 40 minutes from Papakura to Auckland City. Consider taking Great South Rd.","8","12","6","https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xta1/v/t15.0-10/s130x130/12103608_942015815872424_1885398968_n.jpg?oh=97c73e7f1d2be06a1be4f03554fad022&oe=56F35794&__gda__=1458015131_2b94edbde3534eadfe244d2196a3bba9","http://www.facebook.com/210306092376737/posts/942013639205975","post",
"2015-11-03T22:30:12+0000","nztaakl","Ty Rix","NZ Transport Agency - Auckland & Northland.... um that don't look like the Takanini straight to me ? if so what part is it as i travel that part of the M-way 2x daily :-)","0","0","0","","http://www.facebook.com/210306092376737/posts/942013639205975","comment",
"2015-11-03T22:52:43+0000","nztaakl","J'aimee Megson","Diana Valkenborg","0","0","0","","http://www.facebook.com/210306092376737/posts/942013639205975","comment",
"2015-11-03T22:58:36+0000","nztaakl","Ashley Jane Mann","Ben Buckland","0","0","0","","http://www.facebook.com/210306092376737/posts/942013639205975","comment",
"2015-11-04T00:57:33+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Update: The truck is still blocking the left lane citybound on Takanini Straight, It will remain blocked until after evening peak. Please take extra care driving past ^Lucy","0","0","0","","http://www.facebook.com/210306092376737/posts/942013639205975","comment",
"2015-11-04T05:39:00+0000","nztaakl","Richard Stanaway","Bloody Toll fcl truck","0","0","0","","http://www.facebook.com/210306092376737/posts/942013639205975","comment",
"2015-11-04T05:46:09+0000","nztaakl","Leslie Toetoe","Don't miss that craycray traffic @ all  :-P","0","0","0","","http://www.facebook.com/210306092376737/posts/942013639205975","comment",
"2015-11-03T20:35:01+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Looks like Public Transport is a good way to go for those leaving early and heading along to the #ALLBLACKS homecoming celebrations at Victoria Park today. 

Remember to allow plenty of time to avoid missing any of the festivities and that parking will be very limited in the city for the next few hours. 

For more information visit https://at.govt.nz/bus-train-ferry/events/welcome-home-for-the-all-blacks/","2","7","4","https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xtf1/v/t15.0-10/s130x130/12066718_941984539208885_631284467_n.jpg?oh=9cfdd5df023ae417b3fdadb139262e20&oe=56D92524&__gda__=1459261051_02e0f550802a79e896a90f5c5fbdb2c1","http://www.facebook.com/210306092376737/posts/941984262542246","post",
"2015-11-03T22:07:07+0000","nztaakl","Danielle Fistonich","Which motorway is this","0","0","0","","http://www.facebook.com/210306092376737/posts/941984262542246","comment",
"2015-11-03T23:39:51+0000","nztaakl","Kristie McComb","Anne Dickson","0","0","0","","http://www.facebook.com/210306092376737/posts/941984262542246","comment",
"2015-11-04T01:04:32+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Update: The All Blacks Homecoming Celebration is now over!  Expect some delays around Victoria Park with lots of people leaving the area. All roads have now reopened and the Auckland Harbour Bridge Barrier run has started early so 5 lanes will be running northbound over the Harbour Bridge.","0","0","0","","http://www.facebook.com/210306092376737/posts/941984262542246","comment",
"2015-11-04T03:16:01+0000","nztaakl","Annick Richterich","Kathryn Tait","0","0","0","","http://www.facebook.com/210306092376737/posts/941984262542246","comment",
"2015-11-03T20:12:31+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Heading in to see the All Blacks home coming at Victoria Park today? Traffic is crawling on all the motorways at the moment and likely to be fairly heavy most of the morning. A few key things to remember:

- If you’re travelling into the city remember it’s a business day
- Plan your journey and travel early
- We advise you to use public transport, to cycle or walk, as parking will be very limited
- Normal public transport timetables apply
- Some bus stops will be closed near the event

You can check out the webcams and congestion mapping on our website for the latest information here: http://www.nzta.govt.nz/traffic/regions/2

For info on road closures or diversions visit AT.co.nz/events","18","15","2","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQB4AsERTD4Av-r6&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIA8KhikcYXazCuGxBJFzPvKzRteZ2IJjy6A-q3WoWGuUP1Xqvf9P26E02VO9lGGWkH6Cfe1bPeSCfzomLEqQHTXtu-uZSqe_jkMslIcgMki8--vD3XetgWUzkcv_VeKlQxX1PZmEqxRRZF2CvS3_H9&cfs=1","http://www.facebook.com/210306092376737/posts/941977239209615","post",
"2015-11-03T22:21:24+0000","nztaakl","Rhys Broome-Owen","Natalie Morley that traffic clip i sent you was because the All Blacks are back in NZ today!","0","0","0","","http://www.facebook.com/210306092376737/posts/941977239209615","comment",
"2015-11-04T01:04:41+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Update: The All Blacks Homecoming Celebration is now over!  Expect some delays around Victoria Park with lots of people leaving the area. All roads have now reopened and the Auckland Harbour Bridge Barrier run has started early so 5 lanes will be running northbound over the Harbour Bridge.","0","0","0","","http://www.facebook.com/210306092376737/posts/941977239209615","comment",
"2015-11-03T19:57:57+0000","nztaakl","NZ Transport Agency - Auckland & Northland","It looks like lots of people are keen on getting to the city this morning to welcome the All Blacks home from the Rugby World Cup - and poor weather is combining to make your journey a bit slower today.

The Northern Motorway is very heavy, with traffic backed up beyond Lonely Track Road (pictured). Your travel time to the city is currently 50 minutes from Oteha Valley Rd so please be patient. 

It's a similar story on the North Western with travel from Hobsonville Rd currently taking 50 minutes also. And the Southern Motorway to the city is also congested, with travel taking 80 minutes from Manukau.","13","25","12","https://fbcdn-photos-e-a.akamaihd.net/hphotos-ak-xtf1/v/t1.0-0/s130x130/12193279_941973435876662_6213261118268256369_n.jpg?oh=93c98ccb63f134ae91a70ea242ddf60e&oe=56E749DF&__gda__=1457076977_80e45a8b5910318bf96b2189c2a47f18","http://www.facebook.com/210306092376737/posts/941973435876662","post",
"2015-11-03T20:25:59+0000","nztaakl","Ailsa Aceah","Christina Ioane great","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T20:26:14+0000","nztaakl","Ashlee Eden Chase","Glad im not working today!!","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T20:36:28+0000","nztaakl","Jeremy Hope","Actually I think you'll find that traffic is bad because Aucklanders can't drive in the rain, and parents are dropping their special darlings to school in case a few water droplets hit them.","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T20:45:14+0000","nztaakl","Jan Flett","Linda Radford","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T20:49:34+0000","nztaakl","Frances Louis","Thank you NZTA for being People Focused and Safety conscious","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T20:51:35+0000","nztaakl","Alanah Hogg","Nick","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T21:19:18+0000","nztaakl","Ashley Jane Mann","Ben Buckland soo looking forward to driving to city....","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T21:37:59+0000","nztaakl","Martha Matthews","Be careful everyone please ☺","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T21:53:39+0000","nztaakl","Sam Crow","Christine Crow","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T23:33:36+0000","nztaakl","Jeremy Batten","Rochelle Aimee Zwart","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-04T00:27:51+0000","nztaakl","Paul Weymouth","Jason Edmonds always fun","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-04T06:43:16+0000","nztaakl","Jacqui Lewin","North western over greenhithe was practicly empty loved the drive today","0","0","0","","http://www.facebook.com/210306092376737/posts/941973435876662","comment",
"2015-11-03T19:01:25+0000","nztaakl","NZ Transport Agency - Auckland & Northland","If your journey this morning will take you near the Auckland International Airport please watch out for expected heavy traffic in the area following the arrival of the All Blacks. Approximately 3000 people have dropped by to welcome them home and are expected to be leaving the airport soon. Please plan your trip and expect some possible delays. ^TP","3","19","1","https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-0/s130x130/12191040_941956452545027_7029509950973876234_n.jpg?oh=70298200a5589ac95f00f9bd6286dabb&oe=56DC5974&__gda__=1457003332_8f216d9e9dbc90121479f18b6eb58c22","http://www.facebook.com/210306092376737/posts/941956452545027","post",
"2015-11-03T19:15:41+0000","nztaakl","Frances Louis","Safety is keeping us Alive.","0","0","0","","http://www.facebook.com/210306092376737/posts/941956452545027","comment",
"2015-11-03T05:23:12+0000","nztaakl","NZ Transport Agency - Auckland & Northland","A crash is blocking the right lane southbound on the Southern Motorway after Mt Wellington. 

Congestion is stretching beyond the South Eastern off-ramp so motorists are advised to expect delays 

Check out our website for congestion mapping and more info: http://ow.ly/UaGrf","0","3","1","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBytb8sazeNlNzn&w=130&h=130&url=http%3A%2F%2Fwww.nzta.govt.nz%2Fthemes%2Fdefault%2Fdist%2Fcss%2Fpng%2Fnzta-logo-coloured.png&cfs=1","http://www.facebook.com/210306092376737/posts/941665769240762","post",
"2015-11-03T06:23:09+0000","nztaakl","NZ Transport Agency - Auckland & Northland","UPDATE: This crash has now been cleared. Traffic iremains heavy after Ellerslie but starting to ease. ^WS","0","0","0","","http://www.facebook.com/210306092376737/posts/941665769240762","comment",
"2015-11-03T05:08:47+0000","nztaakl","Jarrod Ford","Crash south bound after tip top down to 1 lane..","0","0","0","","http://www.facebook.com/210306092376737/posts/941662995907706","post",
"2015-11-02T21:36:29+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Well done Northland, the place to be if you're going electric.","3","12","2","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBlFHfYQSHQiZnF&w=130&h=130&url=http%3A%2F%2Fmedia.nzherald.co.nz%2Fwebcontent%2Fimage%2Fjpg%2F201545%2Fe62f0daa384a860e437493c24837dcc6efe7b1bf_1024x768.jpg&cfs=1&sx=210&sy=0&sw=765&sh=765","http://www.facebook.com/210306092376737/posts/941537119253627","post",
"2015-11-02T21:48:03+0000","nztaakl","Tania Lorenzen","Ray Lorenzen","0","0","0","","http://www.facebook.com/210306092376737/posts/941537119253627","comment",
"2015-11-03T05:03:11+0000","nztaakl","Leanne Grinder","How exciting Paula Jaques!","0","0","0","","http://www.facebook.com/210306092376737/posts/941537119253627","comment",
"2015-11-02T19:46:56+0000","nztaakl","Christopher Heavy-Machinery Williamson","Hi, all I'd like to say great attitude from the driver this morning - not only did he shout at me for standing after I explained that I get nausea on the bus while sitting and standing is better for me, he then thought he was on a F1 circuit. Do bus drivers know how to feather the brakes or is it all or nothing? btw I had to get off 4 stops before I normally get off.","0","0","1","","http://www.facebook.com/210306092376737/posts/941497142590958","post",
"2015-11-02T22:48:42+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Hi Christopher, I'm sorry to hear you had a bad experience this morning on the bus. Unfortunately we don't manage the Auckland buses so you may like to contact them to share your feedback. You can do this via their website http://ow.ly/RIzWG or give them a call on (09) 355 3553. Thanks ^Lucy","0","0","0","","http://www.facebook.com/210306092376737/posts/941497142590958","comment",
"2015-11-02T18:35:17+0000","nztaakl","NZ Transport Agency - Auckland & Northland","#AKLTraffic is slow but steady on the Northern Motorway into the city this morning, possibly running a little slower with rubberneckers checking out a breakdown prior to Tristram Ave. Your journey is currently taking 42 minutes from Oteha Valley Rd to Fanshawe St on the motorway - but only 20 minutes using the NEX bus. We know the bus isn't a viable option for everyone, but it's worth considering if you can. ^TP","0","7","2","https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xtp1/v/t1.0-0/s130x130/12189053_941473912593281_4514701248431047302_n.jpg?oh=3329dd739e1da457326c1542cbc801e8&oe=56E6A3AA&__gda__=1457087805_0517f404e521770aac8251bebf565c24","http://www.facebook.com/210306092376737/posts/941473912593281","post",
"2015-11-02T18:36:30+0000","nztaakl","John Fletcher","Just have to rub in buses don't ya.","0","0","0","","http://www.facebook.com/210306092376737/posts/941473912593281","comment",
"2015-11-02T19:25:26+0000","nztaakl","Marc Whinery","How fast would the trip be if the busway was turned into a T3?

How about if there was a toll of $1 per axle for the first two and $100 per axle after that, for trips over the bridge at busy times?

And would eliminating the short trips on the motorway reduce the merging traffic enough to make the motorway free flowing?  Perhaps a $1 toll for entering the motorway, free exits.  So someone going 1km on the motorway would find a different route, rather than hopping on to get off the next exit.

I can literally think of a million little ways to lower the traffic pressure on the motorways, but AT can only consider massive construction and punitive tolls.","0","0","0","","http://www.facebook.com/210306092376737/posts/941473912593281","comment",
"2015-11-02T03:23:48+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Expect delays at Te Atatu this weekend
 
Preparatory work is needed ahead of strengthening of the Te Atatu Bridge in the coming weeks.

There will be significant lane restrictions at the Te Atatu interchange this weekend, from 10pm Friday 6 November to 5am Monday 9 November.

The lane closures are as follows:

• Reduced traffic lanes over Te Atatu Bridge
• The right turn from Te Atatu South to the citybound on-ramp will be closed
• The citybound loop motorway on-ramp will be open
• One lane only on the westbound motorway off-ramp towards Te Atatu Peninsula
• The right turn from the citybound motorway off-ramp towards Te Atatu South will be closed 
• The right turn from Te Atatu Peninsula to the westbound on-ramp will be closed

The northwestern cycleway and motorway will remain open.


More information on our website: http://www.nzta.govt.nz/media-releases/expect-delays-at-te-atatu-this-weekend/","1","0","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCdDetirNLtdIaT&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKvAyg91FyRaaITgk-UoNxNFJBK6R9ODmxzf_37gunyF8I7oZNSPXaYm5ulYYKT1l50vcX-HjrK-2YyFakDZwub5P9H7RBIfHk-4ccCfj5ZXPOkk8HqzEiqAIBVFjoOC1yU1uNB9FBq2DPqEHjf3-07&cfs=1","http://www.facebook.com/210306092376737/posts/941197669287572","post",
"2015-11-01T21:41:38+0000","nztaakl","NZ Transport Agency - Auckland & Northland","A truck has crashed at the intersection of Stoddard Rd and Maioro St in Mt Roskill. This has led to a loss of power to traffic signals around the nearby area (including our webcams) and a temporary closure of a small section of Stoddard Rd.

Please follow the directions of emergency services on the scene and follow give-way rules when encountering powerless traffic signals. Take care. ^TP","0","3","1","https://fbcdn-photos-e-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/q82/s130x130/12190994_941089612631711_8149728179166689753_n.jpg?oh=c14a353a2e3ec72c4c8828d3075a8baa&oe=56F3D5FB&__gda__=1457659734_eaf84a82e8350b3ccb101646f1eae399","http://www.facebook.com/210306092376737/posts/941089612631711","post",
"2015-11-01T21:58:52+0000","nztaakl","John Fletcher","Joy","0","0","0","","http://www.facebook.com/210306092376737/posts/941089612631711","comment",
"2015-11-01T20:13:46+0000","nztaakl","NZ Transport Agency - Auckland & Northland","The tolling system will be undergoing scheduled maintenance between 9.30pm and 10.00pm on Tuesday 10 November. 

During this time, you will not be able to access the transactional pages. This includes setting up and managing accounts, paying for tolls and paying toll payment notices. We apologise for any inconvenience this may cause.
www.tollroad.govt.nz","1","1","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDTdc018HgnAwG4&w=130&h=130&url=http%3A%2F%2Fwww.nzta.govt.nz%2Fassets%2Fsection-pages%2FTEL-2015-236.jpg&cfs=1","http://www.facebook.com/210306092376737/posts/941057122634960","post",
"2015-11-01T19:39:56+0000","nztaakl","Victoria Mason","I'm getting really annoyed with traffic these days as people don't keep intersections clear at lights or island round abouts. It's creating more congestion than needs  to be. Needs to be more advertising at intersection about this problem. Oh and don't get me started about people going through a orange light turning red and the person behind that person goes through a red light!","0","0","0","","http://www.facebook.com/210306092376737/posts/941046099302729","post",
"2015-10-30T08:00:15+0000","nztaakl","Stephanie George","Hi. There are planned road words on Te Atatu road starting Nov 6th. The roads are looking pretty messy now and I'm just wondering where the cyclist are supposed to cycle? Your asking to take alternative transport but taking one lane off which makes it harder to cycle. Can you please tell me your solution. Thanks","0","0","1","","http://www.facebook.com/210306092376737/posts/939522249455114","post",
"2015-11-02T23:06:28+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Hi Stephanie these roadworks are being done by Auckland Transport so I don't have to much info on it. You can find out more on there website http://ow.ly/Ua53h I believe they have an alternative cycle routes map available. Hope this helps. ^Lucy","0","0","0","","http://www.facebook.com/210306092376737/posts/939522249455114","comment",
"2015-10-29T18:29:13+0000","nztaakl","NZ Transport Agency - Auckland & Northland","A serious crash has CLOSED State Highway 1 near Horeke in Northland. No detour is available so delay your journey and avoid the area if possible. 

More information on our website: http://ow.ly/U0A4F","1","3","2","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBytb8sazeNlNzn&w=130&h=130&url=http%3A%2F%2Fwww.nzta.govt.nz%2Fthemes%2Fdefault%2Fdist%2Fcss%2Fpng%2Fnzta-logo-coloured.png&cfs=1","http://www.facebook.com/210306092376737/posts/939277942812878","post",
"2015-10-29T18:52:25+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Update: The road is now open with a Stop/Go in place. expect some delays in the area. ^Lucy","0","0","0","","http://www.facebook.com/210306092376737/posts/939277942812878","comment",
"2015-10-29T21:29:28+0000","nztaakl","NZ Transport Agency - Auckland & Northland","Update: The road is now fully OPEN. Thanks for your patience. ^Lucy","0","0","0","","http://www.facebook.com/210306092376737/posts/939277942812878","comment",
"2015-10-29T04:45:12+0000","nztaakl","NZ Transport Agency - Auckland & Northland","MOTORWAY CLOSURES FOR AUCKLAND MARATHON

The annual ASB Auckland Marathon will take place this Sunday morning, 01 November, attracting over 11,000 participants and impacting on Auckland Motorways with closures on the Northern Motorway and Auckland Harbour Bridge between 4am and 11am on Sunday.

Motorists are advised that the Northern Busway Bus Only lanes will be closed from Constellation Drive to Onewa interchange, with runners entering the lanes at Smales Farm. One lane of the Northen Motorway southbound will be closed from Esmonde Rd interchange - as will the Onewa Rd southbound on-ramp to the motorway (including the bus-only lane). 
After Onewa Rd interchange the two left southbound motorway lanes will be closed as runners utilise the southbound clip-on lanes over the Auckland Harbour Bridge and exit at Shelly Beach Rd off-ramp (which will be closed to all traffic) - before they loop around to use Curran St to run beneath the Harbour Bridge (the Curran St on-ramp will be closed to all traffic) and along Westhaven Drive into the city.
In addition, the Fanshawe St motorway off-ramp (citybound) will be closed from 2am until 3pm for the duration of the event.

Bus diversions will be in place on Sunday 01 November also, please review this information on Auckland Transports website here: http://ow.ly/TYzCS 

Please share the roads around Auckland with extra care this weekend. ^TP","39","25","12","https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-0/s130x130/12191931_938977059509633_4533900031384608485_n.jpg?oh=531ff6dc331aa2655b83f074bdd640e4&oe=56F200FA&__gda__=1454201628_b186bebf63ebc501599667eda87b8266","http://www.facebook.com/210306092376737/posts/938977059509633","post",
"2015-10-29T04:50:17+0000","nztaakl","John Fletcher","Fantastic more mayhem","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-29T05:05:01+0000","nztaakl","Mel Baker","Jane.....","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-29T08:28:14+0000","nztaakl","Kristina Yudenkova","Vinz Falana'i Luteru","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-29T21:42:17+0000","nztaakl","Mark Elley","Will north bound lanes be open???","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-29T22:05:46+0000","nztaakl","Tracey Kimble","Michaela Sandison Amanda Brophy i wont be making my way to the shore for the rugby lol.","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-29T23:48:03+0000","nztaakl","Maiya Richmond","Marcelle Boyes does this effect Us?","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-30T05:20:02+0000","nztaakl","Linda Cameron","One year ago Kerry Jarvis that was us","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-30T08:11:32+0000","nztaakl","Helen Chadwick","I will be running over this bridge in Sunday morning (hopefully not walking!)","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-30T08:35:54+0000","nztaakl","Katie Walden","Vincent Merrilees","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-30T09:40:33+0000","nztaakl","Jacob Noddy Wood","When will they actually open. The motorway.... Like all. Of. Them","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-30T10:10:08+0000","nztaakl","Dylan Robinson","Joshua Millar","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
"2015-10-30T22:25:03+0000","nztaakl","Joshua Millar","Daniel Elkin","0","0","0","","http://www.facebook.com/210306092376737/posts/938977059509633","comment",
